唯一标识，品牌，车型名称，价格区间 (万元),车型类别，能源类型，续航，座位数，轴距 (mm),智驾等级，安全等级，匹配标签，车辆性格描述，车辆照片
S026，长城，坦克 400 Hi4-T,27.98-28.98,SUV，混动/增程，100km,5,2800,L2,C-NCAP 五星，越野能力 | 科技感 | 低用车成本，适合追求混动越野的用户，https://www.autohome.com.cn/12620/
S027，长城，坦克 500,33.50-39.50,SUV，燃油车，N/A,5,2850,L2,C-NCAP 五星，豪华 | 越野能力 | 动力性能，适合追求豪华越野的用户，https://www.autohome.com.cn/11518/
S028，长城，魏牌 蓝山，27.38-30.88,SUV，混动/增程，180km,6,2920,L2+,C-NCAP 五星，空间舒适 | 科技感 | 低用车成本，适合多孩家庭的智能 SUV,https://www.autohome.com.cn/12620/
S029，长城，魏牌 摩卡，17.58-18.98,SUV，混动/增程，175km,5,2915,L2+,C-NCAP 五星，科技感 | 空间舒适 | 豪华，适合追求智能豪华的用户，https://www.autohome.com.cn/8671/
S030，长城，魏牌 拿铁，14.98-17.58,SUV，混动/增程，130km,5,2740,L2,C-NCAP 五星，低用车成本 | 科技感 | 空间舒适，适合家庭用户的智能混动 SUV,https://www.autohome.com.cn/11518/
S031，理想，L6,24.98-27.98,SUV，混动/增程，212km,5,2920,L2+,C-NCAP 五星，科技感 | 空间舒适 | 低用车成本，适合年轻家庭的智能 SUV,https://www.autohome.com.cn/13028/
S032，理想，L7,30.18-35.98,SUV，混动/增程，225km,5,3005,L2+,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合追求品质的家庭用户，https://www.autohome.com.cn/11518/
S033，理想，L8,32.18-37.98,SUV，混动/增程，225km,6,3005,L2+,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合多孩家庭的智能 SUV,https://www.autohome.com.cn/11518/
S034，理想，L9,40.98-43.98,SUV，混动/增程，280km,6,3105,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求旗舰体验的富裕家庭，https://www.autohome.com.cn/11518/
S035，蔚来，ES6,33.80-39.60,SUV，纯电车，490-625km,5,2850,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求高端品牌的用户，https://www.autohome.com.cn/4881/
S036，蔚来，ES7,43.80-51.80,SUV，纯电车，485-620km,5,2900,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求高端豪华的用户，https://www.autohome.com.cn/11687/
S037，蔚来，ES8,49.80-59.80,SUV，纯电车，465-605km,6,3070,L2+,C-NCAP 五星，豪华 | 空间舒适 | 科技感，适合追求旗舰体验的用户，https://www.autohome.com.cn/4881/
S038，蔚来，EC6,35.80-41.60,SUV，纯电车，490-625km,5,2870,L2+,C-NCAP 五星，外观颜值 | 科技感 | 动力性能，适合追求轿跑 SUV 的用户，https://www.autohome.com.cn/12169/
S039，蔚来，EC7,45.80-54.80,SUV，纯电车，490-650km,5,2900,L2+,C-NCAP 五星，豪华 | 外观颜值 | 科技感，适合追求高端轿跑 SUV 的用户，https://www.autohome.com.cn/11687/
S040，小鹏，G6,17.99-25.69,SUV，纯电车，530-755km,5,2890,L2+,C-NCAP 五星，科技感 | 低用车成本 | 空间舒适，适合追求智能驾驶的用户，https://www.autohome.com.cn/12620/
S041，小鹏，G9,24.99-33.99,SUV，纯电车，570-702km,5,2998,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求高端智能的用户，https://www.autohome.com.cn/11518/
S042，小鹏，X9,35.98-41.98,SUV，纯电车，610-702km,7,3160,L2+,C-NCAP 五星，科技感 | 空间舒适 | 豪华，适合追求高端智能的家庭用户，https://www.autohome.com.cn/13023/
S043，问界，M5,24.98-30.98,SUV，混动/增程，230km,5,2880,L2+,C-NCAP 五星，科技感 | 豪华 | 低用车成本，适合追求华为智驾的用户，https://www.autohome.com.cn/11518/
S044，问界，M7,24.98-37.98,SUV，混动/增程，240km,6,2820,L2+,C-NCAP 五星，空间舒适 | 科技感 | 豪华，适合追求智能豪华的家庭用户，https://www.autohome.com.cn/6643/
S045，问界，M9,46.98-56.98,SUV，混动/增程，275km,6,3110,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求旗舰体验的富裕用户，https://www.autohome.com.cn/6643/
S046，大众，途观 L,14.47-23.68,SUV，燃油车，N/A,5,2791,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 德系品质，适合追求德系 SUV 的家庭用户，https://www.autohome.com.cn/6667/
S047，大众，探岳，19.89-25.99,SUV，燃油车，N/A,5,2731,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 动力性能，适合追求德系品质的用户，https://www.autohome.com.cn/8671/
S048，大众，途锐，53.38-78.28,SUV，燃油车，N/A,5,2894,L2+,C-NCAP 五星，豪华 | 越野能力 | 动力性能，适合追求进口豪华 SUV 的用户，https://www.autohome.com.cn/6667/
S049，大众，ID.4 X,15.99-28.34,SUV，纯电车，425-607km,5,2765,L2,C-NCAP 五星，科技感 | 低用车成本 | 德系品质，适合追求德系纯电的用户，https://www.autohome.com.cn/11665/
S050，大众，ID.6 X,25.99-29.39,SUV，纯电车，436-617km,6,2965,L2,C-NCAP 五星，空间舒适 | 科技感 | 低用车成本，适合家庭用户的纯电 SUV,https://www.autohome.com.cn/11665/
S051，丰田，汉兰达，24.98-32.58,SUV，混动/增程，N/A,7,2850,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 高保值，适合多孩家庭的省心之选，https://www.autohome.com.cn/7742/
S052，丰田，威兰达，15.98-23.08,SUV，燃油车，N/A,5,2690,L2,C-NCAP 五星，可靠耐用 | 低用车成本 | 空间舒适，适合追求丰田品质的家庭用户，https://www.autohome.com.cn/8671/
S053，丰田，锋兰达，12.58-16.98,SUV，燃油车，N/A,5,2640,L2,C-NCAP 五星，低用车成本 | 可靠耐用 | 空间舒适，适合预算有限的家庭用户，https://www.autohome.com.cn/11518/
S054，丰田，卡罗拉 锐放，12.98-16.98,SUV，燃油车，N/A,5,2640,L2,C-NCAP 五星，可靠耐用 | 低用车成本 | 高保值，适合追求丰田品质的用户，https://www.autohome.com.cn/11518/
S055，丰田，bZ4X,19.98-28.48,SUV，纯电车，400-615km,5,2850,L2,C-NCAP 五星，可靠耐用 | 科技感 | 低用车成本，适合追求丰田纯电的用户，https://www.autohome.com.cn/12296/
S056，本田，CR-V,17.18-26.38,SUV，燃油车，N/A,5,2701,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 高保值，适合家庭用户的经典 SUV,https://www.autohome.com.cn/314/
S057，本田，XR-V,11.99-15.29,SUV，燃油车，N/A,5,2610,L1,C-NCAP 五星，低用车成本 | 空间舒适 | 可靠耐用，适合年轻家庭的小型 SUV,https://www.autohome.com.cn/7742/
S058，本田，缤智，11.99-15.29,SUV，燃油车，N/A,5,2610,L1,C-NCAP 五星，低用车成本 | 空间舒适 | 可靠耐用，适合年轻家庭的小型 SUV,https://www.autohome.com.cn/7742/
S059，本田，皓影，18.59-26.39,SUV，燃油车，N/A,5,2701,L2,C-NCAP 五星，空间舒适 | 外观颜值 | 可靠耐用，适合追求品质的家庭用户，https://www.autohome.com.cn/8671/
S060，本田，e:NP1 极湃 1,15.98-21.59,SUV，纯电车，420-510km,5,2610,L2,C-NCAP 五星，可靠耐用 | 科技感 | 低用车成本，适合追求本田纯电的用户，https://www.autohome.com.cn/12079/
S061，日产，逍客，12.59-17.49,SUV，燃油车，N/A,5,2706,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 低用车成本，适合城市通勤的家庭用户，https://www.autohome.com.cn/634/
S062，日产，奇骏，17.99-26.29,SUV，燃油车，N/A,5,2706,L2,C-NCAP 五星，空间舒适 | 越野能力 | 可靠耐用，适合追求日产 SUV 的用户，https://www.autohome.com.cn/634/
S063，日产，途达，19.98-24.83,SUV，燃油车，N/A,5,2850,L2,C-NCAP 五星，越野能力 | 空间舒适 | 可靠耐用，适合追求硬派 SUV 的用户，https://www.autohome.com.cn/634/
S064，日产，ARIYA 艾睿雅，19.99-28.29,SUV，纯电车，501-623km,5,2775,L2,C-NCAP 五星，科技感 | 外观颜值 | 低用车成本，适合追求日产纯电的用户，https://www.autohome.com.cn/634/
S065，日产，探陆，23.98-30.18,SUV，燃油车，N/A,7,2900,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 豪华，适合多孩家庭的日产 SUV,https://www.autohome.com.cn/634/
S066，宝马，X3,34.98-48.69,SUV，燃油车，N/A,5,2864,L2,C-NCAP 五星，操控好 | 豪华 | 动力性能，适合追求驾驶乐趣的豪华 SUV 用户，https://www.autohome.com.cn/66/
S067，宝马，X5,55.20-77.20,SUV，燃油车，N/A,5,2975,L2+,C-NCAP 五星，豪华 | 动力性能 | 空间舒适，适合追求豪华 SUV 的用户，https://www.autohome.com.cn/66/
S068，宝马，X1,28.89-34.99,SUV，燃油车，N/A,5,2780,L2,C-NCAP 五星，豪华 | 空间舒适 | 操控好，适合追求入门豪华的用户，https://www.autohome.com.cn/66/
S069，宝马，iX3,40.50-44.50,SUV，纯电车，540-550km,5,2864,L2+,C-NCAP 五星，科技感 | 豪华 | 操控好，适合追求宝马纯电的用户，https://www.autohome.com.cn/66/
S070，宝马，iX1,29.99-33.99,SUV，纯电车，450-500km,5,2780,L2+,C-NCAP 五星，科技感 | 豪华 | 低用车成本，适合追求宝马纯电的用户，https://www.autohome.com.cn/66/
S071，奔驰，GLC,39.98-58.80,SUV，燃油车，N/A,5,2888,L2+,C-NCAP 五星，豪华 | 空间舒适 | 外观颜值，适合追求豪华 SUV 的用户，https://www.autohome.com.cn/3448/
S072，奔驰，GLE,69.98-88.28,SUV，燃油车，N/A,5,2995,L2+,C-NCAP 五星，豪华 | 空间舒适 | 动力性能，适合追求高端豪华的用户，https://www.autohome.com.cn/3448/
S073，奔驰，GLA,27.88-33.48,SUV，燃油车，N/A,5,2729,L2,C-NCAP 五星，豪华 | 外观颜值 | 低用车成本，适合追求入门豪华的用户，https://www.autohome.com.cn/3448/
S074，奔驰，GLB,29.98-36.48,SUV，燃油车，N/A,7,2829,L2,C-NCAP 五星，豪华 | 空间舒适 | 外观颜值，适合追求豪华 7 座的用户，https://www.autohome.com.cn/3448/
S075，奔驰，EQE SUV,48.60-63.06,SUV，纯电车，595-705km,5,3030,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求豪华纯电的用户，https://www.autohome.com.cn/3448/
S076，奔驰，EQS SUV,80.20-110.20,SUV，纯电车，600-673km,7,3210,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求旗舰纯电的用户，https://www.autohome.com.cn/3448/
S077，奥迪，Q5L,35.88-48.88,SUV，燃油车，N/A,5,2908,L2,C-NCAP 五星，科技感 | 豪华 | 空间舒适，适合追求科技豪华的用户，https://www.autohome.com.cn/6926/
S078，奥迪，Q3,27.88-33.88,SUV，燃油车，N/A,5,2680,L2,C-NCAP 五星，科技感 | 外观颜值 | 豪华，适合追求入门豪华的用户，https://www.autohome.com.cn/6926/
S079，奥迪，Q7,59.68-80.48,SUV，燃油车，N/A,7,2996,L2+,C-NCAP 五星，豪华 | 空间舒适 | 科技感，适合追求高端豪华的用户，https://www.autohome.com.cn/6926/
S080，奥迪，Q4 e-tron,28.99-36.71,SUV，纯电车，510-605km,5,2765,L2,C-NCAP 五星，科技感 | 低用车成本 | 豪华，适合追求奥迪纯电的用户，https://www.autohome.com.cn/6926/
S081，奥迪，Q8,73.48-101.88,SUV，燃油车，N/A,5,2996,L2+,C-NCAP 五星，豪华 | 外观颜值 | 动力性能，适合追求旗舰 SUV 的用户，https://www.autohome.com.cn/6926/
S082，保时捷，卡宴，91.80-250.80,SUV，燃油车，N/A,5,2895,L2+,C-NCAP 五星，动力性能 | 豪华 | 操控好，适合追求极致性能的富裕用户，https://www.autohome.com.cn/8959/
S083，保时捷，Macan,57.80-85.80,SUV，燃油车，N/A,5,2807,L2+,C-NCAP 五星，动力性能 | 豪华 | 操控好，适合追求保时捷品牌的用户，https://www.autohome.com.cn/8959/
S084，保时捷，Taycan Cross Turismo,99.80-189.80,SUV，纯电车，465-750km,5,2900,L2+,C-NCAP 五星，动力性能 | 豪华 | 科技感，适合追求极致性能的富裕用户，https://www.autohome.com.cn/8959/
S085，雷克萨斯，NX,31.88-50.88,SUV，燃油车，N/A,5,2660,L2,C-NCAP 五星，豪华 | 可靠耐用 | 高保值，适合追求日系豪华的用户，https://www.autohome.com.cn/8671/
S086，雷克萨斯，RX,35.00-65.00,SUV，混动/增程，N/A,5,2850,L2+,C-NCAP 五星，豪华 | 可靠耐用 | 舒适，适合追求高端日系豪华的用户，https://www.autohome.com.cn/8671/
S087，雷克萨斯，RZ,36.99-45.99,SUV，纯电车，450-600km,5,2850,L2+,C-NCAP 五星，豪华 | 科技感 | 可靠耐用，适合追求雷克萨斯纯电的用户，https://www.autohome.com.cn/8671/
S088，凯迪拉克，XT5,25.27-39.17,SUV，燃油车，N/A,5,2857,L2,C-NCAP 五星，豪华 | 空间舒适 | 动力性能，适合追求美式豪华的用户，https://www.autohome.com.cn/8671/
S089，凯迪拉克，XT6,35.27-46.27,SUV，燃油车，N/A,6,2863,L2,C-NCAP 五星，豪华 | 空间舒适 | 动力性能，适合追求豪华 6 座的用户，https://www.autohome.com.cn/8671/
S090，凯迪拉克，LYRIQ 锐歌，29.77-41.97,SUV，纯电车，600-691km,5,3094,L2+,C-NCAP 五星，科技感 | 豪华 | 动力性能，适合追求凯迪拉克纯电的用户，https://www.autohome.com.cn/8671/
S091，沃尔沃，XC60,37.39-47.49,SUV，燃油车，N/A,5,2865,L2,C-NCAP 五星，安全性 | 豪华 | 环保，适合追求安全豪华的用户，https://www.autohome.com.cn/8671/
S092，沃尔沃，XC90,63.89-78.19,SUV，燃油车，N/A,7,2855,L2+,C-NCAP 五星，安全性 | 豪华 | 空间舒适，适合追求旗舰安全的用户，https://www.autohome.com.cn/8671/
S093，沃尔沃，XC40,26.98-35.48,SUV，燃油车，N/A,5,2702,L2,C-NCAP 五星，安全性 | 外观颜值 | 豪华，适合追求北欧豪华的用户，https://www.autohome.com.cn/8671/
S094，沃尔沃，C40,26.98-34.98,SUV，纯电车，550-660km,5,2702,L2+,C-NCAP 五星，安全性 | 科技感 | 外观颜值，适合追求沃尔沃纯电的用户，https://www.autohome.com.cn/8671/
S095，林肯，冒险家，24.58-34.58,SUV，燃油车，N/A,5,2711,L2,C-NCAP 五星，豪华 | 空间舒适 | 静谧性，适合追求美式豪华的用户，https://www.autohome.com.cn/8671/
S096，林肯，航海家，32.58-41.88,SUV，燃油车，N/A,5,2850,L2+,C-NCAP 五星，豪华 | 空间舒适 | 静谧性，适合追求豪华 SUV 的用户，https://www.autohome.com.cn/8671/
S097，林肯，飞行家，50.08-75.98,SUV，燃油车，N/A,7,3025,L2+,C-NCAP 五星，豪华 | 动力性能 | 空间舒适，适合追求旗舰豪华的用户，https://www.autohome.com.cn/8671/
S098，捷尼赛思，GV70,29.38-36.38,SUV，燃油车，N/A,5,2870,L2+,C-NCAP 五星，豪华 | 外观颜值 | 动力性能，适合追求小众豪华的用户，https://www.autohome.com.cn/8671/
S099，捷尼赛思，GV80,33.58-43.58,SUV，燃油车，N/A,7,2950,L2+,C-NCAP 五星，豪华 | 空间舒适 | 外观颜值，适合追求小众豪华的用户，https://www.autohome.com.cn/8671/
S100，捷途，X90 PLUS,10.29-13.99,SUV，燃油车，N/A,7,2820,L2,C-NCAP 五星，空间舒适 | 低用车成本 | 性价比，适合追求大空间的用户，https://www.autohome.com.cn/8671/
M001，腾势，D9,33.98-60.06,MPV，混动/增程，190-200km,7,3110,L2,C-NCAP 五星，空间舒适 | 科技感 | 低用车成本，适合商务家用兼顾的高端 MPV 用户，https://www.autohome.com.cn/12620/
M002，别克，GL8,23.29-47.39,MPV，燃油车，N/A,7,3088,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 商务，适合商务接待和高端家庭用户，https://www.autohome.com.cn/4653/
M003，丰田，赛那，29.98-41.08,MPV，混动/增程，N/A,7,3060,L2,C-NCAP 五星，可靠耐用 | 低用车成本 | 空间舒适，适合追求省心耐用的多孩家庭，https://www.autohome.com.cn/7742/
M004，传祺，M8,17.98-34.28,MPV，燃油车，N/A,7,3000,L2,C-NCAP 五星，空间舒适 | 豪华 | 外观颜值，适合追求国产高端 MPV 的用户，https://www.autohome.com.cn/8671/
M005，传祺，E8,20.98-23.98,MPV，混动/增程，150km,7,2930,L2,C-NCAP 五星，低用车成本 | 空间舒适 | 科技感，适合家庭用户的智能 MPV,https://www.autohome.com.cn/8671/
M006，传祺，E9,31.98-40.98,MPV，混动/增程，136km,7,3000,L2,C-NCAP 五星，豪华 | 科技感 | 低用车成本，适合商务家用的高端 MPV,https://www.autohome.com.cn/8671/
M007，本田，奥德赛，23.58-43.98,MPV，混动/增程，N/A,7,2900,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 低用车成本，适合家庭用户的经典 MPV,https://www.autohome.com.cn/4653/
M008，本田，艾力绅，27.98-33.18,MPV，混动/增程，N/A,7,2900,L2,C-NCAP 五星，空间舒适 | 可靠耐用 | 豪华，适合追求品质的家庭用户，https://www.autohome.com.cn/4653/
M009，大众，威然，28.98-40.28,MPV，燃油车，N/A,7,3180,L2,C-NCAP 五星，空间舒适 | 德系品质 | 豪华，适合商务家用的德系 MPV,https://www.autohome.com.cn/6771/
M010，极氪，009,43.90-58.80,MPV，纯电车，702-822km,6,3205,L2+,C-NCAP 五星，豪华 | 科技感 | 动力性能，适合追求高端纯电 MPV 的用户，https://www.autohome.com.cn/8671/
M011，小鹏，X9,35.98-41.98,MPV，纯电车，610-702km,7,3160,L2+,C-NCAP 五星，科技感 | 空间舒适 | 豪华，适合追求智能 MPV 的家庭用户，https://www.autohome.com.cn/13023/
M012，理想，MEGA,52.98-55.98,MPV，纯电车，710km,7,3300,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求旗舰 MPV 的富裕家庭，https://www.autohome.com.cn/13028/
M013，岚图，梦想家，32.99-63.99,MPV，混动/增程，180km,7,3200,L2+,C-NCAP 五星，豪华 | 科技感 | 空间舒适，适合追求高端智能 MPV 的用户，https://www.autohome.com.cn/11870/
M014，魏牌，高山，31.58-40.58,MPV，混动/增程，140km,7,3085,L2,C-NCAP 五星，空间舒适 | 科技感 | 低用车成本，适合家庭用户的智能 MPV,https://www.autohome.com.cn/12620/
M015，荣威，iMAX8,18.58-25.98,MPV，燃油车，N/A,7,3000,L2,C-NCAP 五星，空间舒适 | 科技感 | 性价比，适合追求性价比的 MPV 用户，https://www.autohome.com.cn/8671/
M016，大通，G10,14.58-21.58,MPV，燃油车，N/A,7,3200,L1,C-NCAP 五星，空间舒适 | 低用车成本 | 实用性，适合商务接待的经济型 MPV,https://www.autohome.com.cn/8671/
O001，保时捷，911,129.80-303.80，跑车，燃油车，N/A,4,2450,L2,C-NCAP 五星，动力性能 | 操控好 | 豪华 | 高保值，适合追求极致驾驶乐趣的富裕车迷，https://www.autohome.com.cn/8959/
O002，福特，F-150,72.00-85.00，皮卡，燃油车，N/A,5,3685,L2,C-NCAP 五星，动力性能 | 越野能力 | 实用性，适合追求美式皮卡文化的用户，https://www.autohome.com.cn/8671/
O003，保时捷，718,56.50-156.50，跑车，燃油车，N/A,2,2475,L2,C-NCAP 五星，动力性能 | 操控好 | 外观颜值，适合追求驾驶乐趣的年轻富裕用户，https://www.autohome.com.cn/8959/
O004，宝马，Z4,48.88-63.38，跑车，燃油车，N/A,2,2470,L2,C-NCAP 五星，操控好 | 外观颜值 | 动力性能，适合追求敞篷跑车的用户，https://www.autohome.com.cn/66/
O005，奔驰，SL 级，130.88-172.88，跑车，燃油车，N/A,2,2700,L2+,C-NCAP 五星，豪华 | 动力性能 | 外观颜值，适合追求豪华敞篷的用户，https://www.autohome.com.cn/3448/
O006，奥迪，TT,45.38-53.38，跑车，燃油车，N/A,4,2505,L2,C-NCAP 五星，外观颜值 | 操控好 | 科技感，适合追求个性跑车的用户，https://www.autohome.com.cn/6926/
O007，丰田，86,30.88-34.88，跑车，燃油车，N/A,4,2570,L2,C-NCAP 五星，操控好 | 驾驶乐趣 | 外观颜值，适合追求驾驶乐趣的用户，https://www.autohome.com.cn/7742/
O008，斯巴鲁，BRZ,30.88-33.88，跑车，燃油车，N/A,4,2570,L2,C-NCAP 五星，操控好 | 驾驶乐趣 | 可靠性，适合追求驾驶乐趣的用户，https://www.autohome.com.cn/8671/
O009，马自达，MX-5,33.98-36.98，跑车，燃油车，N/A,2,2310,L2,C-NCAP 五星，操控好 | 外观颜值 | 驾驶乐趣，适合追求敞篷小跑的用户，https://www.autohome.com.cn/3239/
O010，福特，Mustang,38.98-43.98，跑车，燃油车，N/A,4,2720,L2,C-NCAP 五星，动力性能 | 外观颜值 | 美式肌肉，适合追求美式跑车的用户，https://www.autohome.com.cn/8671/
O011，雪佛兰，科迈罗，N/A，跑车，燃油车，N/A,4,2811,L2,C-NCAP 五星，动力性能 | 外观颜值 | 美式肌肉，适合追求美式跑车的用户，https://www.autohome.com.cn/8671/
O012，道奇，挑战者，N/A，跑车，燃油车，N/A,5,2946,L2,C-NCAP 五星，动力性能 | 美式肌肉 | 外观颜值，适合追求极致肌肉车的用户，https://www.autohome.com.cn/8671/
O013，长城，金刚炮，8.88-12.58，皮卡，燃油车，N/A,5,3470,L2,C-NCAP 五星，实用性 | 动力性能 | 低用车成本，适合追求实用皮卡的用户，https://www.autohome.com.cn/9106/
O014，长城，山海炮，22.98-30.18，皮卡，燃油车，N/A,5,3470,L2+,C-NCAP 五星，豪华 | 动力性能 | 越野能力，适合追求高端皮卡的用户，https://www.autohome.com.cn/9106/
O015，江西五十铃，D-MAX,13.48-22.08，皮卡，燃油车，N/A,5,3380,L2,C-NCAP 五星，可靠性 | 越野能力 | 实用性，适合追求耐用皮卡的用户，https://www.autohome.com.cn/8671/
O016，郑州日产，锐骐 7,9.98-16.98，皮卡，燃油车，N/A,5,3430,L2,C-NCAP 五星，实用性 | 可靠性 | 低用车成本，适合追求经济皮卡的用户，https://www.autohome.com.cn/8671/
O017，上汽大通，T90,12.98-20.98，皮卡，燃油车，N/A,5,3470,L2,C-NCAP 五星，动力性能 | 科技感 | 实用性，适合追求智能皮卡的用户，https://www.autohome.com.cn/8671/
O018，江铃，域虎 7,11.98-17.98，皮卡，燃油车，N/A,5,3430,L2,C-NCAP 五星，实用性 | 可靠性 | 动力性能，适合追求实用皮卡的用户，https://www.autohome.com.cn/8671/
O019，路特斯，Emira,90.28-118.88，跑车，燃油车，N/A,2,2575,L2,C-NCAP 五星，操控好 | 动力性能 | 外观颜值，适合追求极致操控的用户，https://www.autohome.com.cn/8671/
O020，阿斯顿·马丁，Vantage,176.80-236.80，跑车，燃油车，N/A,2,2700,L2,C-NCAP 五星，豪华 | 动力性能 | 外观颜值，适合追求英伦豪华跑车的用户，https://www.autohome.com.cn/8671/
O021，迈凯伦，Artura,238.00-268.00，跑车，混动/增程，N/A,2,2640,L2+,C-NCAP 五星，动力性能 | 科技感 | 豪华，适合追求超跑的用户，https://www.autohome.com.cn/8671/
O022，法拉利，F8,298.80-348.80，跑车，燃油车，N/A,2,2650,L2,C-NCAP 五星，动力性能 | 豪华 | 高保值，适合追求顶级超跑的富裕用户，https://www.autohome.com.cn/8671/
O023，兰博基尼，Huracan,254.00-428.00，跑车，燃油车，N/A,2,2620,L2,C-NCAP 五星，动力性能 | 豪华 | 外观颜值，适合追求顶级超跑的富裕用户，https://www.autohome.com.cn/8671/
O024，宾利，欧陆 GT,305.80-449.80，跑车，燃油车，N/A,4,2851,L2+,C-NCAP 五星，豪华 | 动力性能 | 高保值，适合追求顶级豪华的用户，https://www.autohome.com.cn/8671/
O025，劳斯莱斯，魅影，N/A，跑车，燃油车，N/A,4,3118,L2,C-NCAP 五星，豪华 | 动力性能 | 尊贵，适合追求顶级奢华的用户，https://www.autohome.com.cn/8671/
O026，仰望，U8,109.80，SUV，混动/增程，180km,5,3050,L2+,C-NCAP 五星，科技感 | 越野能力 | 豪华，适合追求国产旗舰的用户，https://www.autohome.com.cn/12620/
O027，仰望，U9,168.00，跑车，纯电车，450km,2,2700,L2+,C-NCAP 五星，动力性能 | 科技感 | 豪华，适合追求国产超跑的用户，https://www.autohome.com.cn/12620/
O028，昊铂，SSR,128.60-168.60，跑车，纯电车，500-580km,2,2800,L2+,C-NCAP 五星，动力性能 | 科技感 | 外观颜值，适合追求国产超跑的用户，https://www.autohome.com.cn/12620/
O029，名爵，Cyberster,31.98-36.98，跑车，纯电车，501-580km,2,2750,L2+,C-NCAP 五星，外观颜值 | 动力性能 | 科技感，适合追求敞篷电跑的用户，https://www.autohome.com.cn/12620/
O030，哪吒，GT,17.88-22.68，跑车，纯电车，560-660km,4,2750,L2,C-NCAP 五星，外观颜值 | 低用车成本 | 科技感，适合追求亲民电跑的用户，https://www.autohome.com.cn/11839/
